claim,claim_id,label
Common Steroid Could Be Cheap and Effective Treatment for Severe COVID-19.,UL007427,unproven
Antibodies made in the lab show some promise for treating COVID-19,UL007428,unproven
There is no reason to believe that cold weather can kill the new coronavirus or other diseases.,UL007429,unproven
"Patients taking ACE-i and ARBs who contract COVID-19 should continue treatment, unless otherwise advised by their physician",UL007430,unproven
Some of the treatment Trump has received isn't even available to the American public.,UL007432,unproven
"many patients hospitalized with the coronavirus, the immune system is threatened by a depletion of certain essential cells, suggesting eerie parallels with HIV.",UL007433,unproven
COVID-19: Not all hand sanitizers work against it,UL007434,unproven
SARS-CoV-2 is more stable copper and cardboard,UL007435,unproven
Most people recover from Covid-19.,UL007436,unproven
"To practice social or physical distancing, stay at least 6 feet (about 2 arms' length) from other people who are not from your household in both indoor and outdoor spaces.",UL007437,unproven
SARS-CoV-2 is more stable copper and cardboard,UL007438,unproven
"Depending on the material, the coronavirus can last on surfaces like countertops and doorknobs anywhere from several hours to days.",UL007439,unproven
"For example, with HIV, the immune system is already being attacked by that human immunodeficiency virus, leaving the body more vulnerable to other infections and diseases (such as the novel coronavirus)",UL007440,unproven
People may take acetaminophen to ease the symptoms of cold and flu.,UL007441,unproven
"Many rheumatoid arthritis patients are on medications that suppress the immune system, making them more vulnerable to infection - but those same drugs could also help fight COVID-19",UL007442,unproven
pets are not able to spread the COVID-19 virus.,UL007444,unproven
COVID-19 patients who are 80 or older are hundreds of times more likely to die than those under 40. That's partly because they are more likely to have underlying conditions - like diabetes and lung disease - that seem to make the body more vulnerable to COVID-19.,UL007445,unproven
"A cytokine storm becomes an all-too-frequent phenomenon, particularly among the young. But treatments are being tested.",UL007446,unproven
the imune system alone can not fight against covid-19,UL007447,unproven
Pets can't spread COVID-19,UL007448,unproven
Drinking hot tea almost doubles risk of esophageal cancer risk,UL007449,unproven
"Sick food workers can spread COVID-19 disease to each other or to customers, even though they aren't spreading it through the food itself.",UL007450,unproven
the imune system alone can not fight against covid-19,UL007451,unproven
There is much more to coronaviruses than SARS-CoV-2. Coronaviruses are actually a family of hundreds of viruses.,UL007453,unproven
It's very important to do what you can to reduce the risk of you and other people getting ill with coronavirus.,UL007455,unproven
The coronavirus disease 2019 (COVID-19) pandemic may be stressful for people.,UL007456,unproven
Drinking hot tea almost doubles risk of esophageal cancer risk,UL007457,unproven
COVID-19 patients who are 80 or older are hundreds of times more likely to die than those under 40. That's partly because they are more likely to have underlying conditions - like diabetes and lung disease - that seem to make the body more vulnerable to COVID-19.,UL007459,unproven
Even younger people may experience a similar pattern of severe disease as older people,UL007461,unproven
Hydroxychloroquine has long been used to treat malaria as well as other conditions such as lupus and arthritis.,UL007462,unproven
"Spread of the virus happens when an infected person coughs, sneezes, or talks, and droplets from their mouth or nose are launched into the air and land in the mouths or noses of people nearby. The droplets can also be inhaled into the lungs.",UL007463,unproven
"Humans first get a coronavirus from contact with animals. Then, it can spread from human to human.",UL007464,unproven
"In general, people with diabetes are more likely to experience severe symptoms and complications when infected with a virus.",UL007465,unproven
"Little is known about the kinetics, tissue distribution, cross-reactivity and neutralization antibody response in COVID-19 patients.",UL007466,unproven
Crowded areas will increase covid-19 transmission risk.,UL007467,unproven
It's very important to do what you can to reduce the risk of you and other people getting ill with coronavirus.,UL007468,unproven
"With the so-called neutrophils and the monocytes we have found that these immune cells are activated, i.e. ready to defend the patient against COVID-19 in the case of mild disease courses.",UL007469,unproven
Hand sanitizer has also been shown to be less effective than hand-washing at preventing the flu,UL007470,unproven
"Exposure to the sun or to temperatures higher than 77 F (25 C) doesn't prevent the COVID-19 virus or cure COVID-19. You can get the COVID-19 virus in sunny, hot and humid weather.",UL007471,unproven
"Additionally, even if you are low risk (healthy, young), social distancing can reduce your risk of contracting COVID-19 and passing it on to someone around you that is at risk.",UL007472,unproven
Drink lots of water or hot tea to help keep your airways clear.,UL007473,unproven
The discovery of angiotensin converting enzyme-2 (ACE-2) as the receptor for SARS- CoV-2 (Severe Acute Respiratory Syndrome Coronavirus-2) has implicated the renin-angiotensin-aldosterone system in acute respiratory distress syndrome (ARDS) and respiratory failure in patients with coronavirus disease-19 (COVID-19).,UL007474,supports
T cells may help COVID-19 patients - and people never exposed to the virus,UL007475,unproven
Diabetes more than doubles a person's risk of dying from coronavirus,UL007476,unproven
"COVID-19 takes mental toll on youth, minorities, essential workers",UL007477,unproven
zinc is very important. Zinc is very important for immune function,UL007478,unproven
"Similarly, not all critically ill patients in hospital will be admitted to the intensive care unit (ICU), because the chances of meaningful survival for some will be viewed as too low",UL007480,unproven
"it is possible to get COVID-19 by coming into contact with infected particles that can survive on surfaces for days or weeks. That led people to vigorously wipe down their light switches, scrub their groceries, and horde cleaning supplies.",UL007481,unproven
"As a group of viruses that is zoonotic in nature, coronaviruses are transmitted between animals and people.",UL007483,unproven
"Drinking hot water in a covered, insulated cup can reduce the risk of spilling the water and getting burned. Drinking caffeinated coffee or tea may cause a person to become overcaffeinated or jittery.",UL007484,supports
Critically ill patients have robust immunity to new coronavirus,UL007485,unproven
"On February 11, 2020 the World Health Organization announced an official name for the disease that is causing the 2019 novel coronavirus outbreak, first identified in Wuhan China. The new name of this disease is coronavirus disease 2019, abbreviated as COVID-19.",UL007488,refutes
"During the COVID-19 pandemic, having a strong immune system to stave off infection from the new coronavirus can only be an advantage.",UL007489,unproven
"For some, hand sanitizer is the key to avoiding any infectious disease, while others believe it's either unnecessary or ineffective.",UL007490,unproven
The sunlight has a huge impact on decaying the coronavirus,UL007491,unproven
"here is currently no evidence that animals, including pets, can be infected with the coronavirus, and no evidence that animals can spread the virus",UL007492,unproven
"If you have chronic liver disease, your risk of being seriously ill with COVID-19 may be higher because you may have a weakened immune system.",UL007493,unproven
doctors are warning that COVID-19 cases around Washington state could rise as people take social gatherings inside to avoid inclement weather outside.,UL007494,unproven
Scientists were able to prove that the virus evolved naturally in animals before jumping to humans.,UL007495,unproven
in vivo preclinical results with favipiravir which indicate that antiviral efficacy against SARS-CoV-2 might only be achieved with a very high dose.,UL007496,unproven
"As cold weather arrives, U.S. states see record increases",UL007497,unproven
"COVID-19 spreads less commonlythrough contact with contaminated surfaces, and rarely between people and animals.",UL007498,unproven
A day-by-day breakdown of coronavirus symptoms shows how COVID-19 goes from bad to worse.,UL007499,refutes
The virus that causes coronavirus disease 2019 (COVID-19) is stable for several hours to days in aerosols and on surfaces,UL007500,unproven
COVID-19 symptoms can sometimes persist for months,UL007501,unproven
person who has recovered from COVID-19 can safely see friends and family again 10 days after a positive test was administered.,UL007502,refutes
"Interest in vitamin D has spiked since the coronavirus outbreak, with many people wondering whether it can help prevent COVID-19 or make the disease less severe if an infection does happen.",UL007503,unproven
"At present, the Centers for Disease Control and Prevention do not believe that COVID-19 is spread through food, however, the agency is continuing to investigate this new virus.",UL007504,unproven
People with chronic conditions like diabetes and lung and heart disease are at greater risk of being hospitalized due to the coronavirus - but more than one in five patients who end up in intensive care had no such health problems.,UL007505,unproven
"25 percent of the infected COVID-19 population "" remains asymptomatic and never develop symptoms or have positive findings on chest X-rays.",UL007507,unproven
"In a disturbing parallel to H.I.V., the coronavirus can cause a depletion of important immune cells",UL007509,unproven
the addition of zinc to hydroxychloroquine and azithromycin was associated with a decrease in mortality in patients who were not admitted to the intensive care unit.,UL007510,refutes
if you get flu shots you will not get flu and covid-19,UL007511,unproven
hydroxychloroquine (brand name: Plaquenil) does not provide a medical benefit for hospitalized patients with COVID-19.,UL007513,unproven
94% of individuals with additional causes of death still had COVID-19,UL007514,unproven
"young men with severe COVID-19 had mutations in the gene for a certain cell receptor. This receptor, some researchers suspect, grows scarcer as we age.",UL007515,unproven
"Whilethe lopinavir-ritonavir-, hydroxychloroquine sulfate-, or emtricitabine-tenofovirtreated group exhibited lower overall clinical scores than the phosphate-buffered saline (PBS)-treated control group, the virus titers in nasal washes, stool specimens,and respiratory tissues were similar between all three antiviral-candidate-treated groups and the PBS-treated control group.",UL007517,unproven
"In many of the sickest patients with COVID-19, it seems the worst damage may be driven by a deranged immune response to the infection, called a cytokine storm, rather than the virus itself.",UL007518,unproven
Feeling dizzy can be a symptom of COVID-19.,UL007519,unproven
Most hospitalized COVID-19 patients have neurological symptoms,UL007520,unproven
"Vitamin D is inexpensive, generally very safe to take, and can be widely scaled.",UL007521,unproven
obesity is the most common risk factor for severe illness from COVID-19 with over 30% of the population affected. Obesity causes several health issues that predispose people to complications.,UL007522,unproven
"Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) is a viral infection that causes COVID-19. Symptoms can affect the airways and lungs, although this may vary from person to person.",UL007523,unproven
Your risk of getting very sick from COVID-19 is likely to be lower if your diabetes is well-managed.,UL007524,unproven
The dual-antibody treatment worked best on patients who did not mount an immune system response to the virus.,UL007525,unproven
"camostat mesylate is a drug that may work to combat COVID-19, the disease caused by the SARS-CoV-2 coronavirus.",UL007526,unproven
"taking vitamin D supplements could help boost the immune system, an essential piece of the puzzle in terms of how serious Covid-19 can be.",UL007527,unproven
"5G uses higher frequencies than 4G, which are dangerous and caused covid-19",UL007528,unproven
The Centers for Disease Control and Prevention (CDC) didn't exactly say whether or how long you may remain immune to the Covid-19 coronavirus after recovering from an infection.,UL007529,unproven
zinc is very important. Zinc is very important for immune function,UL007530,unproven
Coronaviruses are transmitted between humans and animals -- that's the zoo in zoonotic.,UL007531,unproven
Vitamin D might lower the risk of viral respiratory tract infections like COVID-19,UL007532,supports
"coronavirus patients are at greater risk of severe health effects from COVID-19, the disease caused by the virus, if they are suffering from certain conditions.",UL007533,unproven
"young people of color, much like their older counterparts, have been disproportionately hospitalized from covid-19, compared with their White peers.",UL007535,refutes
Severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) rapidly spread around the globe after its emergence in Wuhan in December 2019.,UL007537,refutes
The immune system fight against the coronavirus,UL007538,unproven
"Viruses, like the novel coronavirus, may also aggravate preexisting diabetic systems leading to added challenges managing blood sugar levels and worse outcomes.",UL007540,unproven
"Some COVID-19 Patients' Immune Systems Turn Deadly The immune system is there to help us fight infection, but sometimes it wreaks more havoc than the disease itself.",UL007542,unproven
Smoking weed and coronavirus: Even occasional use raises risk of Covid-19 complications,UL007543,unproven
"Older people, and those with underlying medical problems like cardiovascular disease, diabetes, chronic respiratory disease, and cancer are more likely to develop serious illness.",UL007544,unproven
"A face shield is a clear plastic shield covering the entire front of the face, and people are wondering if it offers better protection against the coronavirus than a face mask",UL007545,supports
"Tea also contains catechins , including ECGC, which act like a cleanup crew against free radicals.",UL007546,unproven
vitamin C deficiency is related to the increased risk and severity of influenza infections.,UL007547,refutes
The COVID-19 come up from the Wuhan Lab,UL007548,supports
"There is no research showing that using or consuming any natural or herbal products, including essential oils, eucalyptus oil or witch hazel, will prevent infection with the 2019 novel coronavirus.",UL007549,unproven
People with untreated vitamin D deficiency are more likely to test positive for the COVID-19,UL007550,unproven
"Now a days, due to staying indoors, it is possible that you will develop the deficiency of vitamin D.",UL007551,unproven
A vaccine to cure the disease is available,UL007552,refutes
"With the so-called neutrophils and the monocytes we have found that these immune cells are activated, i.e. ready to defend the patient against COVID-19 in the case of mild disease courses.",UL007553,unproven
The CORONAVIRUS did not originate in nature and did not emerge from the market in Wuhan,UL007554,refutes
most people who died from COVID-19 had at least one other health condition when they died.,UL007555,unproven
The ideal face mask blocks large respiratory droplets from coughs or sneezes - the primary method by which people pass the coronavirus to others,UL007556,unproven
"Various compounds that have been proposed for the treatment of SARS-CoV-2 are affected by the cytochrome P450 (CYP)-metabolizing system as either substrates, enzyme inhibitors or enzyme inducers.",UL007557,unproven
Both vitamin C and vitamin D have been implicated in boosting immune response.,UL007558,unproven
hand dryers are effective in killing the new covid-19,UL007560,unproven
Stress and poor sleep may boost your COVID-19 risk,UL007561,unproven
The virus that causes COVID-19 can remain stable on cardboard for up to 24 hours and 2-3 days on plastic and stainless steel.,UL007562,unproven
"young men with severe COVID-19 had mutations in the gene for a certain cell receptor. This receptor, some researchers suspect, grows scarcer as we age.",UL007564,unproven
"risk factors, raised concerns that angiotensin-converting enzyme inhibitors (ACEIs) and angiotensin receptor blockers (ARBs) could increase both the susceptibility and severity of SARS-CoV-2 infection.",UL007565,supports
"he coronavirus can spread more than 6 feet through the air, especially in poorly ventilated and enclosed spaces.",UL007566,unproven
Coronavirus (COVID-19) live map tracker from Microsoft Bing,UL007568,unproven
"When infected with the SARS-CoV-2 coronavirus, many people experience mild and moderate symptoms, but for some people infection can be severe or fatal.",UL007569,unproven
The virus that causes COVID-19 can remain more stable plastic,UL007571,refutes
"Some people should not wear face coverings, such as children under 3 and people with breathing difficulties.",UL007572,unproven
The invisible light can kill viruses and pathogens like the one that causes COVID-19,UL007573,unproven
But blocking the immune system's communications network as the coronavirus mounts an attack could have unintended consequences.,UL007574,unproven
Hydroxychloroquine has been touted as a possible treatment for COVID-19 but it remains controversial as some experts believe it is unproven and may not be effective.,UL007575,unproven
"drinking five cups of black tea a day quadrupled the body's immune defense system after two weeks, probably because of theanine.",UL007576,unproven
"After all, we know smoking is bad for our health. It's a leading risk factor for heart disease, lung disease and many cancers. Smoking also reduces our immunity, and makes us more susceptible to respiratory infections including pneumonia. And smokers touch their mouth and face more, a risk for COVID-19 infection.",UL007577,unproven
"In an article released Tuesday by the U., health care professionals recognized these cardiovascular consequences in severe COVID-19 cases and it was more common among patients who are older adults and have known risk factors of heart disease.",UL007578,unproven
Coronaviruses are separate from influenza viruses.,UL007579,unproven
COVID-19 is a respiratory condition caused by a coronavirus. Some people are infected but don't notice any symptoms.,UL007580,unproven
"While the influenza A virus only survived for about 1.8 hours on skin, COVID-19 lived on for about 9 hours",UL007581,unproven
Crowded areas will increase covid-19 transmission risk.,UL007582,unproven
phony product to prevent sars-cov-2 - use a silver spray instead of hand sanitizer,UL007583,unproven
Vitamin D and COVID-19: Could low vitamin D levels affect coronavirus,UL007584,unproven
"the drug pixatimod is a potent inhibitor of SARS-CoV-2 viral attachment and invasion in Vero cell culture, with a reduction of cytopathic effect when applied at concentrations within the established therapeutic concentrations.",UL007585,unproven
Vitamin D might lower the risk of viral respiratory tract infections like COVID-19,UL007586,supports
"many patients hospitalized with the coronavirus, the immune system is threatened by a depletion of certain essential cells, suggesting eerie parallels with HIV.",UL007587,unproven
Both SARS and MERS are examples of viruses that came from mother nature,UL007589,unproven
"COVID symptoms include a high fever, a new cough, and loss of smell and taste",UL007590,refutes
"many patients hospitalized with the coronavirus, the immune system is threatened by a depletion of certain essential cells, suggesting eerie parallels with HIV.",UL007592,unproven
smoking might make people less susceptible to COVID-19 infection.,UL007593,unproven
Most people will experience a mild case with a 2-week recovery.,UL007594,unproven
The Deadly Coronavirus can Be Carried And Spread By Your Pets,UL007595,unproven
"On February 11, 2020 the World Health Organization announced an official name for the disease that is causing the 2019 novel coronavirus outbreak, first identified in Wuhan China. The new name of this disease is coronavirus disease 2019, abbreviated as COVID-19.",UL007597,refutes
WH conducted a detailed survey into how coronavirus has impacted people mentally.,UL007599,unproven
Vitamin D and COVID-19: Could low vitamin D levels affect coronavirus,UL007600,unproven
The dual-antibody treatment worked best on patients who did not mount an immune system response to the virus.,UL007601,unproven
The COVID-19 Treatment Guidelines Panel (the Panel) recommends against the use of chloroquine or hydroxychloroquine with or without azithromycin for the treatment of COVID-19 in hospitalized patients (AI).,UL007602,unproven
"Many rheumatoid arthritis patients are on medications that suppress the immune system, making them more vulnerable to infection - but those same drugs could also help fight COVID-19",UL007603,unproven
"camostat mesylate is a drug that may work to combat COVID-19, the disease caused by the SARS-CoV-2 coronavirus.",UL007604,unproven
"long-term exposure to PM2.5 air pollution, produced by sources including wildfires, power plants and vehicles, may make the coronavirus particularly deadly.",UL007605,unproven
"Interest in vitamin D has spiked since the coronavirus outbreak, with many people wondering whether it can help prevent COVID-19 or make the disease less severe if an infection does happen.",UL007606,unproven
Crime in a time of COVID-19: How the pandemic is changing criminality in our neighbourhoods,UL007607,unproven
The virus that causes coronavirus disease 2019 (COVID-19) is stable for several hours to days in aerosols and on surfaces,UL007608,unproven
Blood Pressure Meds Can Affect COVID-19 Care,UL007609,unproven
"Vitamin D is inexpensive, generally very safe to take, and can be widely scaled.",UL007610,unproven
"Some COVID-19 Patients' Immune Systems Turn Deadly The immune system is there to help us fight infection, but sometimes it wreaks more havoc than the disease itself.",UL007611,unproven
Hydroxychloroquine has long been used to treat malaria as well as other conditions such as lupus and arthritis.,UL007612,unproven
"Another 2,034 coronavirus cases were reported in North Carolina on Friday, the second straight day the state has topped 2,000 new cases.",UL007613,unproven
"Influenza and the common cold are diseases spread person to person in much the same way as SARS-CoV-2, the virus that causes COVID-19. So, efforts to reduce COVID-19 have the dual benefit of reducing colds and flu.",UL007614,refutes
Nor was it known that some people have COVID-19 but don't have any symptoms.,UL007615,unproven
the majority of COVID-19 deaths had contributing conditions,UL007616,unproven
The immune system fight against the coronavirus,UL007618,unproven
"Many rheumatoid arthritis patients are on medications that suppress the immune system, making them more vulnerable to infection - but those same drugs could also help fight COVID-19",UL007620,unproven
"masks can help prevent the spread of COVID-19 and that the more people wearing masks, the better",UL007621,unproven
cloth face masks are not effective in preventing the spread of COVID-19,UL007622,refutes
Dexamethasone and other corticosteroid drugs are effective treatments for seriously ill COVID-19 patients,UL007624,unproven
Masks can lead to pneumonia or other lung infections,UL007626,unproven
covid-19 patients having better medical outcomes when they used vitamin C supplements.,UL007627,unproven
"Researchers found that compared to a common strain of the flu, the new coronavirus remained active longer on all surfaces, including skin",UL007628,unproven
"There has been huge speculation and uncertainty about the role of hydroxychloroquine as a treatment for COVID-19, but an absence of reliable information from large randomised trials.",UL007629,unproven
the risk of death from COVID-19 is up to 50 percent higher in people with diabetes than in those without it.,UL007630,unproven
5G is the thing triggering the COVID-19 symptoms.,UL007631,unproven
The coronavirus may have been leaked from the Wuhan Institute of Virology,UL007632,refutes
Hydroxychloroquine has long been used to treat malaria as well as other conditions such as lupus and arthritis.,UL007633,unproven
I don't think that there's any convincing evidence that smoking protects against coronavirus,UL007634,unproven
having serious COVID-19 symptoms and taking medications to treat the disease may have negative effects on the liver.,UL007635,unproven
"During the COVID-19 pandemic, having a strong immune system to stave off infection from the new coronavirus can only be an advantage.",UL007636,unproven
COVID-19 is a respiratory condition caused by a coronavirus. Some people are infected but don't notice any symptoms.,UL007637,unproven
Social distancing for COVID-19 means avoiding places or gatherings where you are likely to be exposed to respiratory droplets from others - directly or on surfaces,UL007638,unproven
"In a disturbing parallel to H.I.V., the coronavirus can cause a depletion of important immune cells",UL007639,unproven
having serious COVID-19 symptoms and taking medications to treat the disease may have negative effects on the liver.,UL007640,unproven
"No definitive studies exist that prove masks prevent infections. Also, masks are designed for different purposes, and only some guard against infectious diseases.",UL007641,unproven
"While the influenza A virus only survived for about 1.8 hours on skin, COVID-19 lived on for about 9 hours",UL007642,unproven
the drugs do not increase the risk that hospitalized patients with COVID-19 will develop severe complications or die.,UL007643,unproven
"Once a person has contracted coronavirus, it can take 2-14 days for symptoms to appear. The average incubation period appears to be roughly 5-6 days.",UL007644,supports
cold weather and snow prevent the coronavirus disease,UL007646,unproven
COVID-19: Not all hand sanitizers work against it,UL007648,unproven
transmission from surfaces is much lower risk than person to person.,UL007649,unproven
getting coronavirus from another person remains by far the most likely route of infection,UL007650,unproven
Vitamin D metabolites have long been known to support innate antiviral effector mechanisms,UL007651,unproven
immune system response varies between patients,UL007652,unproven
"Several new and repurposed drugs are being tested for their effectiveness in the treatment regime, and the development of vaccines is underway.",UL007654,unproven
"young men with severe COVID-19 had mutations in the gene for a certain cell receptor. This receptor, some researchers suspect, grows scarcer as we age.",UL007656,unproven
"A cytokine storm becomes an all-too-frequent phenomenon, particularly among the young. But treatments are being tested.",UL007657,unproven
The CORONAVIRUS did not originate in nature and did not emerge from the market in Wuhan,UL007658,refutes
"As a group of viruses that is zoonotic in nature, coronaviruses are transmitted between animals and people.",UL007659,unproven
Hospitalization rates and deaths among Black Americans for COVID-19 are significantly higher than for their white peers,UL007660,unproven
cloth face masks are not effective in preventing the spread of COVID-19,UL007661,refutes
The test suggests that people who have had the coronavirus are at no risk of further spreading the infection,UL007662,unproven
wearing a mask is effective in preventing COVID-19,UL007663,unproven
"if your immune system is string, covid-19 can not harm your body",UL007664,refutes
You can spread the virus even if you do not have symptoms.,UL007665,supports
But blocking the immune system's communications network as the coronavirus mounts an attack could have unintended consequences.,UL007666,unproven
"For example, with HIV, the immune system is already being attacked by that human immunodeficiency virus, leaving the body more vulnerable to other infections and diseases (such as the novel coronavirus)",UL007667,unproven
Coronaviruses are common viruses that can infect humans,UL007668,unproven
obesity is the most common risk factor for severe illness from COVID-19 with over 30% of the population affected. Obesity causes several health issues that predispose people to complications.,UL007669,unproven
COVID-19 is caused by infection with a new coronavirus (called SARS-CoV-2) and flu is caused by infection with influenza viruses.,UL007670,unproven
"Little is known about the kinetics, tissue distribution, cross-reactivity and neutralization antibody response in COVID-19 patients.",UL007672,unproven
"Severe heart damage has occurred in young, healthy people, but is rare. There may be more cases of mild effects of COVID-19 on the heart that can be diagnosed with special imaging tests, including in younger people with mild or minimal symptoms; however, the long-term significance of these mild effects on the heart are unknown.",UL007673,unproven
Other research has observed high rates of vitamin D deficiency in people with COVID-19 who experienced acute respiratory failure.,UL007674,unproven
COVID-19 patients who are 80 or older are hundreds of times more likely to die than those under 40. That's partly because they are more likely to have underlying conditions - like diabetes and lung disease - that seem to make the body more vulnerable to COVID-19.,UL007675,unproven
A COVID-19 vaccine is a biotechnology product intended to provide acquired immunity against coronavirus disease 2019 (COVID-19).,UL007676,unproven
Your risk of catching the virus isn't higher than anyone else's.,UL007678,unproven
nearly 90% of patients hospitalized with coronavirus (COVID-19) had one or more underlying health conditions.,UL007679,unproven
"Drinking hot ginger tea, with or without these additional ingredients, will prevent COVID-19",UL007681,unproven
"There are many things we can do to prevent the spread of COVID-19 (coronavirus): washing our hands, coughing into our elbows, avoiding touching our faces, staying home if we're feeling sick and social distancing.",UL007683,unproven
Most hospitalized COVID-19 patients have neurological symptoms,UL007684,unproven
"It's a low risk to get covid-19 by groceries and packages that we have delivered, but it's possible that if someone is delivering a package to your house and they are sick, that may be a route for transmission.",UL007685,unproven
The World Health Organization (WHO) on March 11 declared COVID-19 a pandemic,UL007686,unproven
"If you're uncomfortable, take acetaminophen (Tylenol, others), ibuprofen (Advil, Motrin IB, others) or aspirin",UL007687,supports
Critically ill patients have robust immunity to new coronavirus,UL007688,unproven
The dual-antibody treatment worked best on patients who did not mount an immune system response to the virus.,UL007689,unproven
the patients who were hospitalized with COVID-19 and compared details of the patients who passed away and patients that survived.,UL007690,refutes
specific medications for high blood pressure could be linked with worse outcomes for COVID-19 patients.,UL007691,unproven
"While it has been established that the virus spreads through infected people, many people want to know if they can be exposed to the virus through the food they eat.",UL007692,unproven
Pixatimod is active in lab studies against SARS-CoV-2,UL007693,refutes
the addition of zinc to hydroxychloroquine and azithromycin was associated with a decrease in mortality in patients who were not admitted to the intensive care unit.,UL007694,refutes
"Favipiravir at high doses has potent antiviral activity in SARS-CoV-2 infected hamsters, whereas hydroxychloroquine lacks activity",UL007695,unproven
"Masks should NOT be worn by children younger than two, people who have trouble breathing, or people who cannot remove the mask without assistance",UL007696,unproven
Influenza vaccine may provide roadmap to prevent COVID-19,UL007697,unproven
But blocking the immune system's communications network as the coronavirus mounts an attack could have unintended consequences.,UL007698,unproven
Some HIV patients with 'powerful immune systems' may naturally clear HIV infections,UL007700,refutes
"COVID-19 infections leave an impact on the heart, raising concerns about lasting damage",UL007701,unproven
Coronavirus origins: genome analysis suggests two viruses may have combined,UL007702,unproven
"When someone who has COVID-19 coughs, sneezes, or talks, they send tiny droplets with the coronavirus into the air. That's where a mask can help.",UL007703,supports
"Most respiratory diseases, including COVID-19, do not tend to last on surfaces",UL007704,unproven
"SARS-CoV-2 can use neuropilin-1, which is strongly expressed by endothelial cells and epithelial cells facing the nasal cavity",UL007705,unproven
immune system response varies between patients,UL007706,unproven
People with untreated vitamin D deficiency are more likely to test positive for the COVID-19,UL007709,unproven
Masks can be a source of infection for the person wearing them,UL007711,unproven
"Most respiratory diseases, including COVID-19, do not tend to last on surfaces",UL007712,unproven
Restaurants are facing their next big challenge under COVID-19: winter weather,UL007713,unproven
Alcohol on the breath kills the virus in the air,UL007714,unproven
airborne transmission can't be ruled out,UL007715,unproven
"When shopping for hand sanitizer, make sure you choose a sanitizer that contains between 60-95% alcohol. Also, when you use hand sanitizer, make sure you do so the right way",UL007716,unproven
Hand sanitizer has also been shown to be less effective than hand-washing at preventing the flu,UL007717,unproven
the coronavirus hasn't been bioengineered,UL007718,unproven
People with untreated vitamin D deficiency are more likely to test positive for the COVID-19,UL007719,unproven
"severe acute respiratory syndrome coronavirus 2 (SARS-CoV-2) can live in aerosols for up to three hours, up to four hours on copper, up to 24 hours on cardboard and up to two to three days on plastic and stainless steel.",UL007720,unproven
Currently there is no evidence to support transmission of COVID-19 associated with food.,UL007721,unproven
"The chance of your pet catching the coronavirus from you or another pet in the neighborhood is low,",UL007722,unproven
only people with visible symptoms of coronavirus (COVID-19) are capable of spreading the virus,UL007723,unproven
You can spread the virus even if you do not have symptoms.,UL007724,supports
The Food and Drug Administration (FDA) have now withdrawn the emergency use of hydroxychloroquine for COVID-19 treatment.,UL007725,refutes
"There's a seasonality to many viruses. Flu and cold viruses tend to peak in winter months, then die down with warmer weather.",UL007726,unproven
"SARS-CoV-2 can use neuropilin-1, which is strongly expressed by endothelial cells and epithelial cells facing the nasal cavity",UL007728,unproven
alcohol does not protect against infection or illness relating to COVID-19.,UL007729,unproven
"Hydroxychloroquine is a medication that doctors prescribe to treat a variety of conditions, including malaria, arthritis, and lupus.",UL007730,unproven
The use of ARBs was not associated with a lower risk for COVID-19 hospitalization for either group.,UL007731,unproven
SARS-CoV-2 is more stable copper and cardboard,UL007732,unproven
COVID-19 has led to the suspension of many clinical studies of experimental treatments.,UL007733,refutes
"COVID-19 is a new disease, and we are still learning about it.",UL007734,unproven
We know you have had questions about taking ibuprofen to treat COVID-19 symptoms and may have wondered if ibuprofen can make COVID-19 or other respiratory illnesses worse,UL007736,unproven
the addition of zinc to hydroxychloroquine and azithromycin was associated with a decrease in mortality in patients who were not admitted to the intensive care unit.,UL007738,refutes
The sunlight has a huge impact on decaying the coronavirus,UL007740,unproven
COVID-19 originated in China,UL007741,unproven
"In the first in a series of conversations on the science of COVID-19, we learn how the hot weather is affecting the movement of the novel coronavirus.",UL007742,unproven
The discovery of angiotensin converting enzyme-2 (ACE-2) as the receptor for SARS- CoV-2 (Severe Acute Respiratory Syndrome Coronavirus-2) has implicated the renin-angiotensin-aldosterone system in acute respiratory distress syndrome (ARDS) and respiratory failure in patients with coronavirus disease-19 (COVID-19).,UL007743,supports
having a healthy blood level of vitamin D help you avoid the intensive care unit and death if you become infected with COVID-19,UL007744,unproven
A weaker immune system is one reason people with high blood pressure and other health problems are at higher risk for coronavirus.,UL007745,unproven
coronavirus can live on your clothes and shoes,UL007746,unproven
Hydroxychloroquine has long been used to treat malaria as well as other conditions such as lupus and arthritis.,UL007747,unproven
"Summer heat still would not be enough of a mitigator right now to slow covid-19 initial, rapid spread through the human population.",UL007748,unproven
"lopinavir (LPV), ritonavir, chloroquine, favipiravir, and remdesivir drugs can cure and treat covid-19",UL007749,unproven
"Humans first get a coronavirus from contact with animals. Then, it can spread from human to human.",UL007750,unproven
The COVID-19 shutdown is making weather prediction more difficult,UL007751,unproven
COVID-19 has led to the suspension of many clinical studies of experimental treatments.,UL007752,refutes
"The virus spreads by respiratory droplets released when someone infected with the virus coughs, sneezes or talks. These droplets can be inhaled or land in the mouth or nose of a person nearby.",UL007753,supports
"Patients with a history of a bone marrow transplant are at higher risk, too, because their immune system would be suppressed long-term.",UL007754,unproven
